event_id,timestep,regime,true_direction,predicted_direction,confidence,volatility,latency_ms,liquidity,spread,order_imbalance,drift,monitor_risk_score,unsafe_condition
87,87,normal,-1,1,0.49852915178344864,0.3613014963137537,14.961992828952564,0.7547566196944712,0.03294213321025019,0.38551834445741595,0.4362959059773267,0.4212961671348294,False
88,88,normal,1,1,0.9931605306558584,0.45318520893065517,18.095481561662538,0.8131759134461323,0.023864714994588546,0.014655078921701259,0.43965016639106336,0.3588232355012943,False
89,89,normal,1,1,0.823884881663543,0.4922942270827372,14.462232529147006,0.8004105060532282,0.0385058052085219,0.7741087524460262,0.4427547546023497,0.13644004976356439,False
90,90,normal,1,1,0.8951145548093828,0.4198149203127808,18.86754920275514,0.36906224558127076,0.03019447202492059,0.8925371577660999,0.44736132399897327,0.2996098047644797,False
91,91,normal,-1,-1,0.6728714823276869,0.4679153285801784,15.244960889094534,0.7050652650025186,0.043866249538513424,0.18281709115502598,0.44668097903709436,0.28015802684128754,False
92,92,normal,1,1,0.8325157290030272,0.322333995093362,12.57246078076346,0.5851309899708597,0.026027871890467468,0.2785635197588754,0.4437509220422262,0.34104103000525443,False
93,93,normal,-1,1,0.40770186533989405,0.7030938942669328,10.115692476632326,0.6150261287692763,0.014272933028325871,-0.06855167740010049,0.4431980491487538,0.19153209786758174,False
94,94,normal,1,1,0.8195453263296558,0.21688340975139905,13.492259193796057,0.8924369718144074,0.03255216468996283,0.07060610270794321,0.4314170133078475,0.15955376984692596,False
95,95,normal,-1,-1,0.8488514598114841,0.2987887505204539,16.392413758067434,0.671327779465631,0.027528758459756737,-0.16606018920886811,0.4211944386957246,0.3177378191071142,False
96,96,normal,1,1,0.7849868844001474,0.4693386391727744,5.497089718172033,0.9441676961022031,0.011748474295403127,-0.29829939422908824,0.4117560924314731,0.0,False
97,97,normal,-1,-1,1.0,0.45078466087416463,11.336266289692523,0.5487109061348209,0.01930116975404436,0.31789474222952885,0.404581042908455,0.37797941379359723,False
98,98,normal,1,-1,0.6227979769108453,0.41923302384519995,5.276247099977452,0.5873624331282213,0.022518236531009275,-0.44028306751383783,0.4074634154811805,0.3549552804960675,False
99,99,normal,1,1,0.8977245332829097,0.44113057569447073,12.122012668933621,0.8094082099259983,0.045364914312243064,0.6442241546513674,0.4009233673529776,0.20998139207227967,False
100,100,normal,-1,-1,0.8564286192370014,0.10979112111246836,21.17201204465158,0.6771810338968243,0.03685261555552298,-1.0,0.3981797966519326,0.11665129811598202,False
101,101,normal,-1,1,0.6563360817730044,0.5514734065218424,9.330023145540004,0.7542732298502841,0.026413555953348926,0.017780009750009818,0.4075756317730226,0.23520251417131066,False
102,102,normal,1,-1,0.3363030702530784,0.33603384898609256,18.755859853313552,0.7041225695955609,0.03456878898473274,-1.0,0.40500764050086313,0.059271812624360265,False
103,103,normal,1,1,0.9170283117990576,0.5105389632160777,29.526658544047642,0.7000655223692186,0.009529200562628612,0.8749740354222277,0.41031661343575543,0.3109229119264143,False
104,104,normal,1,1,0.6808755688000477,0.11633594843772188,22.496421689396872,0.6812043614210497,0.024194035438185175,0.35408453511719373,0.4035913791387656,0.21841928171985509,False
105,105,normal,1,-1,0.423566088093327,0.39099878236500263,15.884411857736835,0.7393707536911207,0.03383522122375479,-0.04428892137244067,0.4021056194725969,0.17800619248961874,False
106,106,normal,1,1,0.8361392444061668,0.2919004659296377,19.45383143314397,0.7953800029617328,0.03139625179519702,0.45113520330846435,0.3952073942701948,0.31111495931767114,False
107,107,normal,1,1,0.9033220165510724,0.4279278928015048,8.29346395675591,0.9123118784272986,0.024319255494373724,0.6289665831002358,0.3927347461174835,0.22495508271239462,False
108,108,normal,-1,-1,0.6646423368318038,0.3979337378292302,7.323749415584729,0.693790268932487,0.02940315270264625,-0.4446579649270017,0.3988528353296873,0.28434318710099293,False
109,109,normal,-1,1,0.4287455122322269,0.40254960487194197,15.233400079160216,0.6718643091860624,0.033015949347765056,0.33223813130674595,0.38623869172040604,0.2618660009235844,False
110,110,normal,1,-1,0.48975320725013105,0.23186950187740735,17.108453174556963,0.6561506096527551,0.029579533934137488,-0.3380542571317684,0.3894250446518634,0.29891085595622513,False
111,111,normal,1,1,0.7613633995304286,0.35228018796782745,20.60134001853106,0.8950808766310513,0.03830401746516202,0.6010643001136775,0.3911648246606077,0.34258006901093724,False
112,112,normal,1,1,0.8654032061235188,0.3370611088824318,12.25068166370964,0.801894063946496,0.03282875965495075,0.6120219527502564,0.38681154633952697,0.19835184453877105,False
113,113,normal,1,1,1.0,0.41705163997611805,15.976132219506322,0.4920244408504387,0.03462613690084393,1.0,0.37614434971226157,0.40841097290023787,False
114,114,normal,1,1,0.821932070852588,0.4763835225998247,15.808988434589565,0.4866912091461873,0.04665569386003787,1.0,0.3766788314780867,0.4430017921961492,False
115,115,normal,1,-1,0.4064803561837684,0.37533205626357474,14.325025121920941,0.620573097962197,0.03774805680435558,-1.0,0.3727494562254095,0.33321321359818196,False
116,116,normal,-1,-1,0.6503491669361005,0.2043071062396043,14.633448087028885,0.747659228609536,0.04690331816535806,-0.36304996093401454,0.37447780846236145,0.35224395394292873,False
117,117,normal,1,1,0.7474746086414394,0.37037345674659433,10.723597454688772,0.7160123836148914,0.02277653628962806,0.24134822964091263,0.37463999598582176,0.19209397006788353,False
118,118,normal,-1,-1,0.685975011397121,0.6719757079841013,16.490261887924007,0.7808561777612498,0.0137134485405433,0.26509190847638386,0.38646560574989874,0.3111926914115203,False
119,119,normal,-1,-1,0.8267549791975424,0.5559912812810485,16.052901264376523,0.6981702733039951,0.028213669137992635,-0.4373760762765123,0.38470642042514164,0.27624355231230197,False
120,120,normal,1,-1,0.5252021635784226,0.0007873102460133619,12.817161792374804,0.8875180463439233,0.027269867316458654,-0.09536848148036747,0.3771525777693726,0.1457105503768028,False
121,121,normal,1,1,0.7336831795475044,0.36544911601988017,18.356706336237743,0.8123750153916829,0.044135894033073414,-0.6077504172008545,0.3784793757649879,0.24304219545274283,False
122,122,normal,1,-1,0.6784955013783783,0.4698648852509244,20.180001319784125,0.7289007590776558,0.01826082073986558,-0.9651674894605898,0.38010542220283067,0.24527841299198727,False
123,123,normal,1,1,0.7064552680760106,0.33713068035000715,18.507675228530484,0.8562327941775609,0.02889240101838034,1.0,0.3900992185816463,0.3621509388073819,False
124,124,normal,1,1,0.7680568932101826,0.30440854225713043,9.957339613648097,0.5204356909426563,0.033806127981356446,0.4454986594906629,0.3961945267439649,0.42989400919466847,False
125,125,normal,1,1,0.8439162665889818,0.3278431628430648,15.688538326556628,0.7078879395577065,0.03078648927821359,-0.015516220481434972,0.39878868653083366,0.23148552469932482,False
126,126,normal,1,1,0.8692054893769829,0.4271986231075956,10.717712974117727,0.7337527688510083,0.028197009710265526,0.5323605991066167,0.4093588485543737,0.16167997241729765,False
127,127,normal,1,1,0.9077576521543199,0.2222616065017837,15.68901400564195,0.7901819772528733,0.03339504494327763,-0.03922113403625116,0.4007800342678477,0.35194504394770465,False
128,128,normal,-1,-1,0.8228496478993239,0.5022560203158415,10.631387084717787,0.5124893739623919,0.0405445821638458,-0.4213029470377534,0.3961338212271697,0.4024487565153031,False
129,129,normal,1,1,0.8850912700787997,0.3522176862736961,21.500764308971082,0.6876016949530908,0.04502987614552235,-0.21685294082342366,0.3893684527746441,0.3338153434245049,False
130,130,normal,1,1,0.7134891827972061,0.24644804774102058,19.00873419585173,0.7671345270546037,0.029966187350689625,0.07480420118594089,0.3865096063440651,0.23036128855367105,False
131,131,normal,-1,-1,0.8718081960350382,0.4925573903143491,20.7757762024324,0.7771511584104758,0.02135778697763504,-0.48297154984738677,0.37635370946505675,0.2373791061950465,False
132,132,normal,1,1,0.87047291501564,0.1726893609343234,20.307016014795114,0.8618515253363278,0.0449179492866601,0.9140758095845056,0.3810506954772038,0.15760104784148338,False
133,133,normal,-1,1,0.6312886674753536,0.2913157446082034,13.682277942003157,0.8110278748900946,0.01877658028245232,0.6248857733780198,0.3794095624839351,0.25640342042283215,False
134,134,normal,-1,-1,0.6131564007771457,0.2882477506744885,12.819851963059525,0.7132194672683885,0.04732763945219631,-0.02009141057154573,0.3684875850870817,0.21615428643608584,False
135,135,normal,-1,1,0.38928168843989325,0.613361632314672,23.595707121607667,0.8021259700927816,0.04277198561634765,0.40640091296198655,0.36088599726336246,0.4005450144674307,False
136,136,normal,1,1,0.8623140969367302,0.27412129016683767,14.080304341423588,0.6967773378105874,0.0442528418027172,0.7801716551283309,0.36323782403570803,0.2522709659345689,False
137,137,normal,1,1,0.5148635520118603,0.09835440327968292,8.183115166815647,0.738052690539786,0.03628793612849432,0.03477188907248685,0.36950229739695534,0.0721056340783566,False
138,138,normal,1,1,0.8292006173788351,0.28861131710337506,20.111664143278887,0.814632977268186,0.008486595311046494,0.09909599370705968,0.3842913093687203,0.3358119237628706,False
139,139,normal,1,-1,0.5859804424931367,0.4152183018217982,15.963059151976589,0.7121220967108551,0.019475062905231533,-0.1157763123458132,0.4055226013322482,0.3242012264500449,False
140,140,normal,1,1,0.722362475244956,0.4549409061254195,22.79778146272587,0.760758153115511,0.03297097347117703,0.3025363652446613,0.40850760535386993,0.335457020064984,False
141,141,normal,1,1,0.7369809999888088,0.6333213199591579,16.42577292958626,0.8332478069212214,0.023059916824013694,0.41812631751399465,0.401365567460252,0.37187655706813083,False
142,142,normal,1,-1,0.3725862652760096,0.5274088215446954,14.986481605377605,0.8045948928675746,0.026476934779787888,-0.37048974144019853,0.3858111302638963,0.15395616642191498,False
143,143,normal,1,1,0.7278452880268597,0.38132836779637896,22.7328165659983,0.8669944974845158,0.03578140059144653,0.9735624328495469,0.38777656526560644,0.21987537819975664,False
144,144,normal,-1,1,0.4307431498038242,0.25120988661780386,7.362047692957238,0.9988700015729275,0.027881826276926893,0.9955308787415473,0.3817974272677717,0.012308862198172177,False
145,145,normal,1,1,0.7117158725534479,0.5527562992225075,12.103029073850916,0.8040529268341737,0.01735455485205553,0.14508387728926997,0.378730074608244,0.30003849813932243,False
146,146,normal,1,-1,0.4062321822215503,0.313191837579789,10.556742230238902,0.66470932293628,0.03834692276565806,-1.0,0.37419463618936777,0.28425156711481,False
147,147,normal,1,-1,0.45289952151116064,0.2783360190331523,4.009792097445969,0.7815668558352522,0.03462681423700585,-0.6133548165843141,0.3731488737890488,0.20798429317653128,False
148,148,normal,1,-1,0.45168956843438784,0.30805544313070166,19.414226091218218,0.7757747704674981,0.02708255649690717,-0.6936955854671975,0.3810429938919004,0.33378096647070066,False
149,149,normal,1,1,0.9674131899861057,0.20794554862079392,12.270518913158188,0.793045173390517,0.03669907831565606,0.7871214896130498,0.3822013728841103,0.07210684713201217,False
150,150,normal,1,-1,0.44058148568829897,0.302300717816279,19.575090508776555,0.8989194466630477,0.03052284608179141,0.10598389579163525,0.3810312875679603,0.1465958841340512,False
151,151,normal,-1,1,0.5144150216191858,0.3293632430640129,16.932331869086838,0.5180376247927811,0.042793961043523183,-0.033934652278434285,0.3733624266142271,0.3540403595487961,False
152,152,normal,1,1,0.7223117033523698,0.44376411963821233,17.922538488399073,0.9027922974069617,0.030842318088466072,0.08575442934107924,0.36085326940758145,0.27638296441097615,False
153,153,normal,1,1,0.7210404224158543,0.3091490033700738,12.58057088237244,0.9434743413012168,0.042525629095670314,-0.23361351266073282,0.3571960358219598,0.09107616352506223,False
154,154,normal,-1,1,0.30956294622673775,0.20358398028219576,11.033086424300166,0.7896252081501717,0.010544962902585987,0.4762130932345223,0.356790893028176,0.25769815946290636,False
155,155,normal,-1,-1,0.6228633752188907,0.16455111251995638,15.409106068159431,0.7914531928261677,0.03403264277020954,-0.32055719422244355,0.3700377115076035,0.30574276891485735,False
156,156,normal,1,1,0.6593001720347,0.3822491693409039,19.56390488759125,0.691321983418356,0.025473477989767214,0.766574879094136,0.37100799638130033,0.31938691420564325,False
157,157,normal,1,1,0.7983696834760071,0.36654522830241487,14.774500043469924,0.7204947780691183,0.02094910522289791,0.6392659710239228,0.3783012588610792,0.1353267788353626,False
158,158,normal,-1,-1,0.8876173655284586,0.2909426347671043,11.487131195853294,0.8037861310076306,0.0410802250075734,-0.03157443655498504,0.3746016011268446,0.23345946204486592,False
159,159,normal,-1,-1,0.6013335473104482,0.30048259525779103,8.931099184355368,0.7967643907189672,0.038280158780783946,-0.9799571046787815,0.3657737051683952,0.24381312267544253,False
160,160,normal,1,1,0.7250923198651184,0.4024718801445877,15.889090933314117,0.8078024090334567,0.009237646894117758,0.14178206103330604,0.3585344820868729,0.21612754471020412,False
161,161,normal,1,1,0.6433109290649652,0.5221721573740095,12.054190879860338,0.7969549430473638,0.03639174918491919,0.8340053851770699,0.35306606931287826,0.4078283159501206,False
162,162,normal,1,-1,0.453572290586645,0.26328720588012355,14.59366154124347,0.8282831521151627,0.0353700271813476,-0.5379262025597201,0.36904555977402115,0.19765882221269682,False
163,163,normal,1,1,0.8875769493707151,0.36695875562178226,13.709339310831131,0.8153655081775334,0.022124134766535054,-0.29806432032489005,0.3629041527593036,0.39935505879137234,False
